Species,Strain,ID,Shaved,Fasted,Hydration,STZ Injected,Weight_gms,Age_wks,Sex,Hours_Isoflurane,Blood_Glu,Blood_Lac,Blood_Ket,ISF_Glu,ISF_Lac,ISF_Ket,Prototype,ExtractionTime_min,TotalISF_uL,ExtractionRate_uL/min,pH,pCO2 _mm Hg,pO2_mm Hg,SO2_%,Hct _%,tHb_g/dL,Na _mM,K _mM,Cl _mM,iCa _mM,iMg_mM,Glu _mg/dL,Lac_mM,Creat_mg/dL,BUN_mg/dL,O2Hb_%,COHb_%,MetHb_%,Hhb_%,tBil_mg/dL,HbF_%,TCO2_mM,BE-ecf_mM,BE-b_mM,SBC_mM,HCO3- _mM,O2Cap_mL/dL,O2Ct_mL/dL,P50_mm Hg,pO2/FlO2_mm Hg,nCa_mM,nMg_mM,Gap(K)_mM,nCa/nMg,BUN/Creat
Rat,CD Hairless,180914_0hr,0,0,0,1,,,,0.77,414,,0,330,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,CD Hairless,180914_0hr,0,0,0,1,,,,1.02,454,,0,396,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,CD Hairless,180914_0hr,0,0,0,1,,,,1.07,480,,0,412,,0.4,,,,,7.167,68.9,99.7,86,49,16.9,133.6,7.17,99.9,1.31,0.65,,2.7,0.6,24.7,84,0.5,1.4,14.3,0.8,79.8,27.3,-3.6,-4.8,20.3,25.2,23.1,20.4,28.6,476.7,1.16,0.56,15.7,2.1,42.8
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.12,179,,0.2,,,,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.32,204,,0.1,,,,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.37,215,,0,,,,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.43,233,,,217,,,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.50,265,,0.1,237,,0.4,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.55,241,,0.1,,,0.4,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.63,216,,0.2,281,,0.3,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.80,221,,0,235,,0.3,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,0.87,215,,0,217,,0.4,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,1.03,195,,0,172,,0.1,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat ,Sprague Dawley,190802,2,0,0,0,425,,F,1.20,205,,0,,,,I2,40,32,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
